Open,High,Low,Close,Adj Close,Volume,RSI,date
109.44000244140625,112.23999786376953,109.4000015258789,111.95999908447266,105.85958099365234,37901700,,2018-11-07
111.80000305175781,112.20999908447266,110.91000366210938,111.75,105.66102600097656,25644100,,2018-11-08
110.8499984741211,111.44999694824219,108.76000213623047,109.56999969482422,103.59981536865234,32039200,,2018-11-09
109.41999816894531,109.95999908447266,106.0999984741211,106.87000274658203,101.04692077636719,33621800,,2018-11-12
107.55000305175781,108.73999786376953,106.63999938964844,106.94000244140625,101.11309814453125,35374600,,2018-11-13
108.0999984741211,108.26000213623047,104.47000122070312,104.97000122070312,99.67919158935547,39495100,,2018-11-14
104.98999786376953,107.80000305175781,103.91000366210938,107.27999877929688,101.87278747558594,38505200,,2018-11-15
107.08000183105469,108.87999725341797,106.80000305175781,108.29000091552734,102.83187866210938,33502100,,2018-11-16
108.2699966430664,108.55999755859375,103.55000305175781,104.62000274658203,99.34685516357422,44773900,,2018-11-19
101.80000305175781,102.97000122070312,99.3499984741211,101.70999908447266,96.58352661132812,64052500,,2018-11-20
103.5999984741211,104.43000030517578,102.23999786376953,103.11000061035156,97.91295623779297,28130600,,2018-11-21
102.16999816894531,103.80999755859375,102.0,103.06999969482422,97.87495422363281,13823100,,2018-11-23
104.79000091552734,106.62999725341797,104.58000183105469,106.47000122070312,101.1036148071289,32336200,,2018-11-26
106.2699966430664,107.33000183105469,105.36000061035156,107.13999938964844,101.73983764648438,29124500,46.20210977864852,2018-11-27
107.88999938964844,111.33000183105469,107.86000061035156,111.12000274658203,105.51923370361328,46788500,58.05679965638766,2018-11-28
110.33000183105469,111.12000274658203,109.02999877929688,110.19000244140625,104.6361312866211,28123200,55.006627796727805,2018-11-29
110.69999694824219,110.97000122070312,109.36000061035156,110.88999938964844,105.30082702636719,33665600,56.844458600204156,2018-11-30
113.0,113.41999816894531,110.7300033569336,112.08999633789062,106.44036865234375,34732800,59.870594231608074,2018-12-03
111.94000244140625,112.63999938964844,108.20999908447266,108.5199966430664,103.05027770996094,45197000,48.88754832409372,2018-12-04
105.81999969482422,109.23999786376953,105.0,109.19000244140625,103.68651580810547,49107400,50.71489108232945,2018-12-06
108.37999725341797,109.44999694824219,104.30000305175781,104.81999969482422,99.53678131103516,45044900,40.5355961044999,2018-12-07
104.80000305175781,107.9800033569336,103.88999938964844,107.58999633789062,102.16716003417969,40801500,47.701248546788946,2018-12-10
109.80000305175781,110.94999694824219,107.44000244140625,108.58999633789062,103.11676025390625,42381900,50.04176241946958,2018-12-11
110.88999938964844,111.2699966430664,109.04000091552734,109.08000183105469,103.58206176757812,36183000,51.194354397907034,2018-12-12
109.58000183105469,110.87000274658203,108.62999725341797,109.44999694824219,103.93343353271484,31333400,52.09311930196263,2018-12-13
108.25,109.26000213623047,105.5,106.02999877929688,100.68578338623047,47043100,44.023152523714906,2018-12-14
105.41000366210938,105.80000305175781,101.70999908447266,102.88999938964844,97.70405578613281,56957300,38.17569928061317,2018-12-17
103.75,104.51000213623047,102.5199966430664,103.97000122070312,98.72960662841797,49319200,41.074819033048946,2018-12-18
103.6500015258789,106.87999725341797,101.3499984741211,103.69000244140625,98.46373748779297,68198200,40.54399592425648,2018-12-19
103.05000305175781,104.30999755859375,98.77999877929688,101.51000213623047,96.39361572265625,70334200,36.58024898705363,2018-12-20
101.62999725341797,103.0,97.45999908447266,98.2300033569336,93.27894592285156,111242100,31.577995064144545,2018-12-21
97.68000030517578,97.97000122070312,93.9800033569336,94.12999725341797,89.38557434082031,43935200,26.668725858095982,2018-12-24
95.13999938964844,100.69000244140625,93.95999908447266,100.55999755859375,95.49149322509766,51634800,41.91899731423989,2018-12-26
99.30000305175781,101.19000244140625,96.4000015258789,101.18000030517578,96.0802230834961,49498500,43.14675013750916,2018-12-27
102.08999633789062,102.41000366210938,99.5199966430664,100.38999938964844,95.3300552368164,38196300,41.9304928160866,2018-12-28
101.29000091552734,102.4000015258789,100.44000244140625,101.56999969482422,96.45057678222656,33173800,44.44936213427734,2018-12-31
99.55000305175781,101.75,98.94000244140625,101.12000274658203,96.02324676513672,35329300,43.67138542062806,2019-01-02
100.0999984741211,100.19000244140625,97.19999694824219,97.4000015258789,92.49077606201172,42579100,37.78394456274729,2019-01-03
99.72000122070312,102.51000213623047,98.93000030517578,101.93000030517578,96.79241943359375,44060600,47.13091863787583,2019-01-04
101.63999938964844,103.2699966430664,100.9800033569336,102.05999755859375,96.91587829589844,35656100,47.375250095062896,2019-01-07
103.04000091552734,103.97000122070312,101.70999908447266,102.80000305175781,97.61859893798828,31514400,48.82509035621339,2019-01-08
103.86000061035156,104.87999725341797,103.23999786376953,104.2699966430664,99.01449584960938,32280800,51.67336490336879,2019-01-09
103.22000122070312,103.75,102.37999725341797,103.5999984741211,98.37828826904297,30067600,50.29923126885013,2019-01-10
103.19000244140625,103.44000244140625,101.63999938964844,102.80000305175781,97.61859893798828,28314200,48.63612588256282,2019-01-11
101.9000015258789,102.87000274658203,101.26000213623047,102.05000305175781,96.90641021728516,28437100,47.06498618217971,2019-01-14
102.51000213623047,105.05000305175781,101.87999725341797,105.01000213623047,99.71720123291016,31587600,53.45554420588683,2019-01-15
105.26000213623047,106.26000213623047,104.95999908447266,105.37999725341797,100.06855010986328,29853900,54.199850592895665,2019-01-16
